CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
1351,272.0,5.0,16425.09,3,4,3,343,Loyal Customers
1352,144.0,4.0,13658.619999999999,4,3,3,433,Loyal Customers
1353,3582.0,0.0,0.0,1,1,1,111,At Risk
1354,68.0,2.0,15371.59,5,3,3,533,Loyal Customers
1355,35.0,13.0,62240.439999999995,5,5,5,555,Best Customers
1356,2568.0,0.0,0.0,1,1,1,111,At Risk
1357,2298.0,0.0,0.0,1,1,1,111,At Risk
1358,148.0,3.0,16539.03,4,3,3,433,Loyal Customers
1359,760.0,0.0,0.0,2,1,1,211,At Risk
1360,3417.0,0.0,0.0,1,1,1,111,At Risk
1361,975.0,1.0,5601.56,2,2,2,222,At Risk
1362,725.0,0.0,0.0,2,1,1,211,At Risk
1363,2813.0,0.0,0.0,1,1,1,111,At Risk
1364,3207.0,0.0,0.0,1,1,1,111,At Risk
1365,54.0,6.0,34067.06,5,4,4,544,Best Customers
1366,782.0,2.0,7611.15,2,3,3,233,At Risk
1367,2560.0,0.0,0.0,1,1,1,111,At Risk
1368,3490.0,0.0,0.0,1,1,1,111,At Risk
1369,71.0,6.0,29487.14,5,4,4,544,Best Customers
1370,56.0,9.0,49748.17,5,5,5,555,Best Customers
1371,359.0,0.0,0.0,3,1,1,311,At Risk
1372,996.0,1.0,9406.29,2,2,3,223,At Risk
1373,18.0,15.0,81493.19,5,5,5,555,Best Customers
1374,86.0,3.0,15042.46,4,3,3,433,Loyal Customers
1375,3593.0,0.0,0.0,1,1,1,111,At Risk
1376,208.0,7.0,35024.439999999995,3,4,4,344,Loyal Customers
1377,57.0,10.0,55667.6,5,5,5,555,Best Customers
1378,16.0,11.0,55320.25,5,5,5,555,Best Customers
1379,198.0,11.0,53284.25,3,5,5,355,Loyal Customers
1380,2203.0,0.0,0.0,1,1,1,111,At Risk
1381,31.0,3.0,13607.779999999999,5,3,3,533,Loyal Customers
1382,2508.0,0.0,0.0,1,1,1,111,At Risk
1383,1171.0,0.0,0.0,2,1,1,211,At Risk
1384,111.0,10.0,38677.16,4,5,5,455,Best Customers
1385,219.0,5.0,24772.58,3,4,4,344,Loyal Customers
1386,289.0,2.0,8019.29,3,3,3,333,Loyal Customers
1387,1053.0,0.0,0.0,2,1,1,211,At Risk
1388,2589.0,0.0,0.0,1,1,1,111,At Risk
1389,3621.0,0.0,0.0,1,1,1,111,At Risk
1390,134.0,6.0,36015.86,4,4,4,444,Best Customers
1391,82.0,8.0,48914.37,4,5,5,455,Best Customers
1392,122.0,11.0,53264.34,4,5,5,455,Best Customers
1393,1941.0,0.0,0.0,1,1,1,111,At Risk
1394,96.0,10.0,56981.44,4,5,5,455,Best Customers
1395,116.0,6.0,25007.46,4,4,4,444,Best Customers
1396,256.0,0.0,0.0,3,1,1,311,At Risk
1397,42.0,6.0,28032.09,5,4,4,544,Best Customers
1398,1911.0,0.0,0.0,1,1,1,111,At Risk
1399,39.0,4.0,14652.529999999999,5,3,3,533,Loyal Customers
1400,302.0,8.0,47414.73,3,5,5,355,Loyal Customers
1401,53.0,4.0,14000.88,5,3,3,533,Loyal Customers
1402,1988.0,0.0,0.0,1,1,1,111,At Risk
1403,359.0,4.0,29526.68,3,3,4,334,Loyal Customers
1404,562.0,0.0,0.0,2,1,1,211,At Risk
1405,90.0,1.0,1514.88,4,2,2,422,Recent Customers
1406,16.0,6.0,16849.21,5,4,3,543,Loyal Customers
1407,760.0,2.0,8737.81,2,3,3,233,At Risk
1408,105.0,10.0,42394.39,4,5,5,455,Best Customers
1409,91.0,25.0,149588.41,4,5,5,455,Best Customers
1410,46.0,7.0,29541.63,5,4,4,544,Best Customers
1411,1932.0,0.0,0.0,1,1,1,111,At Risk
1412,173.0,2.0,17253.879999999997,4,3,3,433,Loyal Customers
1413,11.0,6.0,27617.85,5,4,4,544,Best Customers
1414,295.0,5.0,21907.07,3,4,4,344,Loyal Customers
1415,141.0,7.0,39421.57,4,4,5,445,Best Customers
1416,174.0,5.0,11303.310000000001,4,4,3,443,Loyal Customers
1417,74.0,13.0,75208.11,5,5,5,555,Best Customers
1418,84.0,17.0,81167.73,4,5,5,455,Best Customers
1419,293.0,4.0,12785.94,3,3,3,333,Loyal Customers
1420,201.0,4.0,15577.01,3,3,3,333,Loyal Customers
1421,234.0,2.0,9695.77,3,3,3,333,Loyal Customers
1422,19.0,3.0,7510.110000000001,5,3,3,533,Loyal Customers
1423,57.0,0.0,0.0,5,1,1,511,Recent Customers
1424,1082.0,0.0,0.0,2,1,1,211,At Risk
1425,2019.0,0.0,0.0,1,1,1,111,At Risk
1426,145.0,7.0,26514.079999999998,4,4,4,444,Best Customers
1427,31.0,7.0,32359.989999999998,5,4,4,544,Best Customers
1428,67.0,3.0,19957.62,5,3,3,533,Loyal Customers
1429,1710.0,0.0,0.0,2,1,1,211,At Risk
1430,509.0,0.0,0.0,2,1,1,211,At Risk
1431,1978.0,0.0,0.0,1,1,1,111,At Risk
1432,51.0,8.0,34015.6,5,5,4,554,Best Customers
1433,705.0,2.0,659.3,2,3,2,232,At Risk
1434,318.0,2.0,13963.84,3,3,3,333,Loyal Customers
1435,96.0,6.0,34065.7,4,4,4,444,Best Customers
1436,85.0,11.0,52300.04,4,5,5,455,Best Customers
1437,2580.0,0.0,0.0,1,1,1,111,At Risk
1438,3297.0,0.0,0.0,1,1,1,111,At Risk
1439,250.0,7.0,31889.84,3,4,4,344,Loyal Customers
1440,944.0,0.0,0.0,2,1,1,211,At Risk
1441,1850.0,0.0,0.0,1,1,1,111,At Risk
1442,285.0,3.0,17874.21,3,3,3,333,Loyal Customers
1443,222.0,6.0,35812.93,3,4,4,344,Loyal Customers
1444,604.0,1.0,8266.03,2,2,3,223,At Risk
1445,44.0,7.0,32678.86,5,4,4,544,Best Customers
1446,62.0,11.0,65820.54,5,5,5,555,Best Customers
1447,42.0,16.0,70076.83,5,5,5,555,Best Customers
1448,96.0,2.0,14592.130000000001,4,3,3,433,Loyal Customers
1449,1168.0,0.0,0.0,2,1,1,211,At Risk
1450,183.0,4.0,22014.51,4,3,4,434,Loyal Customers
1451,175.0,4.0,16310.67,4,3,3,433,Loyal Customers
1452,1827.0,0.0,0.0,1,1,1,111,At Risk
1453,85.0,6.0,26470.65,4,4,4,444,Best Customers
1454,536.0,0.0,0.0,2,1,1,211,At Risk
1455,1324.0,0.0,0.0,2,1,1,211,At Risk
1456,615.0,4.0,31088.07,2,3,4,234,High Spenders
1457,727.0,1.0,7547.17,2,2,3,223,At Risk
1458,135.0,9.0,45785.689999999995,4,5,5,455,Best Customers
1459,112.0,1.0,4802.36,4,2,2,422,Recent Customers
1460,61.0,8.0,41490.509999999995,5,5,5,555,Best Customers
1461,32.0,2.0,10321.099999999999,5,3,3,533,Loyal Customers
1462,209.0,1.0,6236.24,3,2,3,323,At Risk
1463,192.0,5.0,16168.16,4,4,3,443,Loyal Customers
1464,2058.0,0.0,0.0,1,1,1,111,At Risk
1465,198.0,3.0,10190.85,3,3,3,333,Loyal Customers
1466,143.0,9.0,36749.17,4,5,4,454,Best Customers
1467,83.0,13.0,84172.56999999999,4,5,5,455,Best Customers
1468,3267.0,0.0,0.0,1,1,1,111,At Risk
1469,2923.0,0.0,0.0,1,1,1,111,At Risk
1470,125.0,3.0,27820.52,4,3,4,434,Loyal Customers
1471,813.0,0.0,0.0,2,1,1,211,At Risk
1472,385.0,8.0,53189.45,3,5,5,355,Loyal Customers
1473,552.0,1.0,5460.52,2,2,2,222,At Risk
1474,2528.0,0.0,0.0,1,1,1,111,At Risk
1475,309.0,2.0,3887.57,3,3,2,332,Loyal Customers
1476,264.0,5.0,25499.93,3,4,4,344,Loyal Customers
1477,156.0,4.0,18380.07,4,3,3,433,Loyal Customers
1478,631.0,0.0,0.0,2,1,1,211,At Risk
1479,10.0,5.0,12728.93,5,4,3,543,Loyal Customers
1480,233.0,12.0,76565.61,3,5,5,355,Loyal Customers
1481,56.0,15.0,76753.45,5,5,5,555,Best Customers
1482,370.0,12.0,60421.060000000005,3,5,5,355,Loyal Customers
1483,308.0,11.0,47346.22,3,5,5,355,Loyal Customers
1484,41.0,0.0,0.0,5,1,1,511,Recent Customers
1485,1550.0,0.0,0.0,2,1,1,211,At Risk
1486,2476.0,0.0,0.0,1,1,1,111,At Risk
1487,604.0,2.0,11554.44,2,3,3,233,At Risk
1488,2365.0,0.0,0.0,1,1,1,111,At Risk
1489,152.0,7.0,48858.51,4,4,5,445,Best Customers
1490,543.0,0.0,0.0,2,1,1,211,At Risk
1491,246.0,2.0,12626.18,3,3,3,333,Loyal Customers
1492,262.0,0.0,0.0,3,1,1,311,At Risk
1493,76.0,11.0,46050.85,5,5,5,555,Best Customers
1494,128.0,9.0,36146.72,4,5,4,454,Best Customers
1495,24.0,10.0,46870.89,5,5,5,555,Best Customers
1496,2292.0,0.0,0.0,1,1,1,111,At Risk
1497,80.0,5.0,17150.510000000002,4,4,3,443,Loyal Customers
1498,106.0,11.0,55492.57,4,5,5,455,Best Customers
1499,163.0,4.0,14318.72,4,3,3,433,Loyal Customers
1500,1032.0,0.0,0.0,2,1,1,211,At Risk
1501,227.0,4.0,21562.309999999998,3,3,4,334,Loyal Customers
1502,3356.0,0.0,0.0,1,1,1,111,At Risk
1503,188.0,5.0,21421.09,4,4,4,444,Best Customers
1504,501.0,3.0,12261.11,2,3,3,233,At Risk
1505,308.0,5.0,20324.93,3,4,3,343,Loyal Customers
1506,2326.0,0.0,0.0,1,1,1,111,At Risk
1507,2806.0,0.0,0.0,1,1,1,111,At Risk
1508,317.0,11.0,73144.96,3,5,5,355,Loyal Customers
1509,71.0,4.0,16252.960000000001,5,3,3,533,Loyal Customers
1510,3192.0,0.0,0.0,1,1,1,111,At Risk
1511,226.0,3.0,20474.66,3,3,3,333,Loyal Customers
1512,800.0,0.0,0.0,2,1,1,211,At Risk
1513,26.0,7.0,34827.23,5,4,4,544,Best Customers
1514,24.0,10.0,53442.4,5,5,5,555,Best Customers
1515,44.0,4.0,20097.7,5,3,3,533,Loyal Customers
1516,18.0,11.0,54357.840000000004,5,5,5,555,Best Customers
1517,1890.0,0.0,0.0,1,1,1,111,At Risk
1518,14.0,4.0,26266.59,5,3,4,534,Loyal Customers
1519,352.0,10.0,42231.270000000004,3,5,5,355,Loyal Customers
1520,3422.0,0.0,0.0,1,1,1,111,At Risk
1521,143.0,5.0,23877.92,4,4,4,444,Best Customers
1522,581.0,0.0,0.0,2,1,1,211,At Risk
1523,112.0,5.0,11600.8,4,4,3,443,Loyal Customers
1524,1464.0,0.0,0.0,2,1,1,211,At Risk
1525,39.0,15.0,76350.76,5,5,5,555,Best Customers
1526,148.0,5.0,25696.34,4,4,4,444,Best Customers
1527,87.0,0.0,0.0,4,1,1,411,Recent Customers
1528,3047.0,0.0,0.0,1,1,1,111,At Risk
1529,1314.0,0.0,0.0,2,1,1,211,At Risk
1530,39.0,10.0,57445.68,5,5,5,555,Best Customers
1531,129.0,0.0,0.0,4,1,1,411,Recent Customers
1532,903.0,0.0,0.0,2,1,1,211,At Risk
1533,44.0,13.0,71105.88,5,5,5,555,Best Customers
1534,121.0,4.0,24649.190000000002,4,3,4,434,Loyal Customers
1535,216.0,3.0,15928.199999999999,3,3,3,333,Loyal Customers
1536,2997.0,0.0,0.0,1,1,1,111,At Risk
1537,118.0,3.0,21375.11,4,3,4,434,Loyal Customers
1538,2277.0,0.0,0.0,1,1,1,111,At Risk
1539,97.0,9.0,43520.44,4,5,5,455,Best Customers
1540,2786.0,0.0,0.0,1,1,1,111,At Risk
1541,197.0,9.0,46453.229999999996,3,5,5,355,Loyal Customers
1542,249.0,6.0,31238.89,3,4,4,344,Loyal Customers
1543,63.0,13.0,72073.63,5,5,5,555,Best Customers
1544,43.0,7.0,33490.17,5,4,4,544,Best Customers
1545,2492.0,0.0,0.0,1,1,1,111,At Risk
1546,2907.0,0.0,0.0,1,1,1,111,At Risk
1547,83.0,5.0,26720.98,4,4,4,444,Best Customers
1548,309.0,4.0,19381.62,3,3,3,333,Loyal Customers
1549,1890.0,0.0,0.0,1,1,1,111,At Risk
1550,1988.0,0.0,0.0,1,1,1,111,At Risk
1551,17.0,10.0,54250.79,5,5,5,555,Best Customers
1552,24.0,4.0,11102.22,5,3,3,533,Loyal Customers
1553,16.0,6.0,25578.96,5,4,4,544,Best Customers
1554,60.0,7.0,36989.07,5,4,4,544,Best Customers
1555,2662.0,0.0,0.0,1,1,1,111,At Risk
1556,26.0,8.0,34360.619999999995,5,5,4,554,Best Customers
1557,10.0,14.0,59040.04,5,5,5,555,Best Customers
1558,2273.0,0.0,0.0,1,1,1,111,At Risk
1559,2102.0,0.0,0.0,1,1,1,111,At Risk
1560,141.0,3.0,4329.76,4,3,2,432,Loyal Customers
1561,235.0,5.0,19929.49,3,4,3,343,Loyal Customers
1562,47.0,5.0,33026.2,5,4,4,544,Best Customers
1563,356.0,8.0,45664.88,3,5,5,355,Loyal Customers
1564,86.0,5.0,35357.15,4,4,4,444,Best Customers
1565,22.0,7.0,47133.619999999995,5,4,5,545,Best Customers
1566,215.0,11.0,75901.16,3,5,5,355,Loyal Customers
1567,73.0,3.0,12946.189999999999,5,3,3,533,Loyal Customers
1568,3144.0,0.0,0.0,1,1,1,111,At Risk
1569,2684.0,0.0,0.0,1,1,1,111,At Risk
1570,210.0,8.0,32046.99,3,5,4,354,Loyal Customers
1571,244.0,9.0,43304.72,3,5,5,355,Loyal Customers
1572,224.0,4.0,25370.71,3,3,4,334,Loyal Customers
1573,279.0,0.0,0.0,3,1,1,311,At Risk
1574,38.0,4.0,19816.04,5,3,3,533,Loyal Customers
1575,3644.0,0.0,0.0,1,1,1,111,At Risk
1576,138.0,7.0,32589.53,4,4,4,444,Best Customers
1577,2497.0,0.0,0.0,1,1,1,111,At Risk
1578,26.0,0.0,0.0,5,1,1,511,Recent Customers
1579,3002.0,0.0,0.0,1,1,1,111,At Risk
1580,496.0,2.0,16713.079999999998,2,3,3,233,At Risk
1581,190.0,4.0,21013.67,4,3,4,434,Loyal Customers
1582,2264.0,0.0,0.0,1,1,1,111,At Risk
1583,119.0,4.0,24829.86,4,3,4,434,Loyal Customers
1584,133.0,8.0,33293.56,4,5,4,454,Best Customers
1585,170.0,0.0,0.0,4,1,1,411,Recent Customers
1586,115.0,4.0,24498.82,4,3,4,434,Loyal Customers
1587,710.0,0.0,0.0,2,1,1,211,At Risk
1588,30.0,6.0,27276.78,5,4,4,544,Best Customers
1589,624.0,0.0,0.0,2,1,1,211,At Risk
1590,180.0,5.0,32298.56,4,4,4,444,Best Customers
1591,522.0,4.0,19331.82,2,3,3,233,At Risk
1592,33.0,11.0,52624.24,5,5,5,555,Best Customers
1593,193.0,0.0,0.0,4,1,1,411,Recent Customers
1594,71.0,18.0,84783.22,5,5,5,555,Best Customers
1595,220.0,7.0,31740.15,3,4,4,344,Loyal Customers
1596,504.0,5.0,19651.85,2,4,3,243,Frequent Customers
1597,2526.0,0.0,0.0,1,1,1,111,At Risk
1598,24.0,4.0,7969.12,5,3,3,533,Loyal Customers
1599,68.0,5.0,36791.2,5,4,4,544,Best Customers
1600,40.0,5.0,16327.55,5,4,3,543,Loyal Customers
1601,2460.0,0.0,0.0,1,1,1,111,At Risk
1602,411.0,5.0,35176.21,3,4,4,344,Loyal Customers
1603,257.0,10.0,40762.87,3,5,5,355,Loyal Customers
1604,51.0,5.0,19587.79,5,4,3,543,Loyal Customers
1605,129.0,2.0,532.52,4,3,2,432,Loyal Customers
1606,119.0,11.0,61783.39,4,5,5,455,Best Customers
1607,105.0,4.0,26888.57,4,3,4,434,Loyal Customers
1608,541.0,3.0,15901.7,2,3,3,233,At Risk
1609,1656.0,0.0,0.0,2,1,1,211,At Risk
1610,492.0,0.0,0.0,2,1,1,211,At Risk
1611,279.0,5.0,28589.6,3,4,4,344,Loyal Customers
1612,265.0,11.0,47783.62,3,5,5,355,Loyal Customers
1613,2190.0,0.0,0.0,1,1,1,111,At Risk
1614,1163.0,0.0,0.0,2,1,1,211,At Risk
1615,3281.0,0.0,0.0,1,1,1,111,At Risk
1616,99.0,5.0,32819.94,4,4,4,444,Best Customers
1617,3337.0,0.0,0.0,1,1,1,111,At Risk
1618,348.0,4.0,25729.469999999998,3,3,4,334,Loyal Customers
1619,1596.0,0.0,0.0,2,1,1,211,At Risk
1620,45.0,15.0,57498.76,5,5,5,555,Best Customers
1621,22.0,5.0,27534.08,5,4,4,544,Best Customers
1622,65.0,14.0,68589.6,5,5,5,555,Best Customers
1623,211.0,2.0,7686.29,3,3,3,333,Loyal Customers
1624,574.0,3.0,20574.0,2,3,3,233,At Risk
1625,28.0,11.0,54603.71,5,5,5,555,Best Customers
1626,170.0,2.0,6128.93,4,3,3,433,Loyal Customers
1627,95.0,5.0,29991.11,4,4,4,444,Best Customers
1628,512.0,0.0,0.0,2,1,1,211,At Risk
1629,131.0,0.0,0.0,4,1,1,411,Recent Customers
1630,1971.0,0.0,0.0,1,1,1,111,At Risk
1631,667.0,2.0,11711.51,2,3,3,233,At Risk
1632,102.0,3.0,16732.4,4,3,3,433,Loyal Customers
1633,264.0,11.0,46235.72,3,5,5,355,Loyal Customers
1634,110.0,8.0,34751.07,4,5,4,454,Best Customers
1635,65.0,6.0,24945.71,5,4,4,544,Best Customers
1636,44.0,10.0,53176.86,5,5,5,555,Best Customers
1637,993.0,0.0,0.0,2,1,1,211,At Risk
1638,298.0,5.0,20809.53,3,4,4,344,Loyal Customers
1639,137.0,2.0,5630.99,4,3,2,432,Loyal Customers
1640,1779.0,0.0,0.0,2,1,1,211,At Risk
1641,139.0,5.0,31059.760000000002,4,4,4,444,Best Customers
1642,464.0,0.0,0.0,3,1,1,311,At Risk
1643,2547.0,0.0,0.0,1,1,1,111,At Risk
1644,2601.0,0.0,0.0,1,1,1,111,At Risk
1645,475.0,5.0,30070.03,2,4,4,244,Frequent Customers
1646,725.0,0.0,0.0,2,1,1,211,At Risk
1647,357.0,6.0,11642.58,3,4,3,343,Loyal Customers
1648,1196.0,0.0,0.0,2,1,1,211,At Risk
1649,2260.0,0.0,0.0,1,1,1,111,At Risk
1650,286.0,5.0,33624.89,3,4,4,344,Loyal Customers
1651,347.0,7.0,26743.76,3,4,4,344,Loyal Customers
1652,125.0,6.0,29139.57,4,4,4,444,Best Customers
1653,21.0,19.0,107162.95,5,5,5,555,Best Customers
1654,188.0,5.0,28974.66,4,4,4,444,Best Customers
1655,1985.0,0.0,0.0,1,1,1,111,At Risk
1656,3459.0,0.0,0.0,1,1,1,111,At Risk
1657,3374.0,0.0,0.0,1,1,1,111,At Risk
1658,3179.0,0.0,0.0,1,1,1,111,At Risk
1659,120.0,4.0,16892.53,4,3,3,433,Loyal Customers
1660,331.0,1.0,4222.17,3,2,2,322,At Risk
1661,264.0,0.0,0.0,3,1,1,311,At Risk
1662,11.0,10.0,47677.729999999996,5,5,5,555,Best Customers
1663,86.0,2.0,8841.58,4,3,3,433,Loyal Customers
1664,190.0,5.0,27298.11,4,4,4,444,Best Customers
1665,13.0,6.0,38849.5,5,4,5,545,Best Customers
1666,37.0,3.0,21604.86,5,3,4,534,Loyal Customers
1667,31.0,12.0,61559.04,5,5,5,555,Best Customers
1668,29.0,4.0,10744.01,5,3,3,533,Loyal Customers
1669,513.0,0.0,0.0,2,1,1,211,At Risk
1670,3349.0,0.0,0.0,1,1,1,111,At Risk
1671,1203.0,0.0,0.0,2,1,1,211,At Risk
1672,68.0,4.0,10118.97,5,3,3,533,Loyal Customers
1673,3393.0,0.0,0.0,1,1,1,111,At Risk
1674,322.0,7.0,24763.04,3,4,4,344,Loyal Customers
1675,3448.0,0.0,0.0,1,1,1,111,At Risk
1676,457.0,0.0,0.0,3,1,1,311,At Risk
1677,3429.0,0.0,0.0,1,1,1,111,At Risk
1678,322.0,0.0,0.0,3,1,1,311,At Risk
1679,35.0,8.0,45585.89,5,5,5,555,Best Customers
1680,83.0,5.0,35980.57,4,4,4,444,Best Customers
1681,2740.0,0.0,0.0,1,1,1,111,At Risk
1682,167.0,0.0,0.0,4,1,1,411,Recent Customers
1683,1801.0,0.0,0.0,1,1,1,111,At Risk
1684,50.0,19.0,119763.71,5,5,5,555,Best Customers
1685,179.0,2.0,6497.0199999999995,4,3,3,433,Loyal Customers
1686,54.0,10.0,54520.95,5,5,5,555,Best Customers
1687,373.0,6.0,23246.47,3,4,4,344,Loyal Customers
1688,182.0,5.0,27003.84,4,4,4,444,Best Customers
1689,270.0,4.0,19485.0,3,3,3,333,Loyal Customers
1690,1500.0,0.0,0.0,2,1,1,211,At Risk
1691,213.0,5.0,22994.99,3,4,4,344,Loyal Customers
1692,658.0,2.0,12968.08,2,3,3,233,At Risk
1693,329.0,4.0,17069.48,3,3,3,333,Loyal Customers
1694,2700.0,0.0,0.0,1,1,1,111,At Risk
1695,21.0,4.0,14835.8,5,3,3,533,Loyal Customers
1696,3235.0,0.0,0.0,1,1,1,111,At Risk
1697,851.0,0.0,0.0,2,1,1,211,At Risk
1698,101.0,7.0,25454.77,4,4,4,444,Best Customers
1699,3004.0,0.0,0.0,1,1,1,111,At Risk
1700,195.0,5.0,26643.47,4,4,4,444,Best Customers
1701,74.0,2.0,8615.11,5,3,3,533,Loyal Customers
1702,402.0,0.0,0.0,3,1,1,311,At Risk
1703,296.0,3.0,21337.91,3,3,4,334,Loyal Customers
1704,85.0,11.0,51524.67,4,5,5,455,Best Customers
1705,2140.0,0.0,0.0,1,1,1,111,At Risk
1706,559.0,0.0,0.0,2,1,1,211,At Risk
1707,24.0,7.0,29994.11,5,4,4,544,Best Customers
1708,798.0,2.0,11371.970000000001,2,3,3,233,At Risk
1709,2088.0,0.0,0.0,1,1,1,111,At Risk
1710,2945.0,0.0,0.0,1,1,1,111,At Risk
1711,54.0,16.0,76903.43,5,5,5,555,Best Customers
1712,2874.0,0.0,0.0,1,1,1,111,At Risk
1713,163.0,8.0,41370.259999999995,4,5,5,455,Best Customers
1714,26.0,9.0,48003.39,5,5,5,555,Best Customers
1715,358.0,5.0,15311.300000000001,3,4,3,343,Loyal Customers
1716,3490.0,0.0,0.0,1,1,1,111,At Risk
1717,164.0,5.0,29086.02,4,4,4,444,Best Customers
1718,2314.0,0.0,0.0,1,1,1,111,At Risk
1719,364.0,6.0,22074.73,3,4,4,344,Loyal Customers
1720,783.0,1.0,5322.93,2,2,2,222,At Risk
1721,1800.0,0.0,0.0,1,1,1,111,At Risk
1722,61.0,9.0,31872.83,5,5,4,554,Best Customers
1723,33.0,4.0,9836.05,5,3,3,533,Loyal Customers
1724,3358.0,0.0,0.0,1,1,1,111,At Risk
1725,251.0,0.0,0.0,3,1,1,311,At Risk
1726,1772.0,0.0,0.0,2,1,1,211,At Risk
1727,35.0,0.0,0.0,5,1,1,511,Recent Customers
1728,3081.0,0.0,0.0,1,1,1,111,At Risk
1729,122.0,5.0,19484.82,4,4,3,443,Loyal Customers
1730,2625.0,0.0,0.0,1,1,1,111,At Risk
1731,159.0,1.0,8180.83,4,2,3,423,Recent Customers
1732,1526.0,0.0,0.0,2,1,1,211,At Risk
1733,729.0,0.0,0.0,2,1,1,211,At Risk
1734,2884.0,0.0,0.0,1,1,1,111,At Risk
1735,899.0,2.0,13764.220000000001,2,3,3,233,At Risk
1736,824.0,0.0,0.0,2,1,1,211,At Risk
1737,3642.0,0.0,0.0,1,1,1,111,At Risk
1738,2341.0,0.0,0.0,1,1,1,111,At Risk
1739,1960.0,0.0,0.0,1,1,1,111,At Risk
1740,44.0,15.0,90035.79,5,5,5,555,Best Customers
1741,129.0,2.0,8886.33,4,3,3,433,Loyal Customers
1742,20.0,6.0,31702.68,5,4,4,544,Best Customers
1743,32.0,8.0,47837.24,5,5,5,555,Best Customers
1744,37.0,4.0,16324.009999999998,5,3,3,533,Loyal Customers
1745,42.0,6.0,29512.79,5,4,4,544,Best Customers
1746,2569.0,0.0,0.0,1,1,1,111,At Risk
1747,261.0,5.0,27964.27,3,4,4,344,Loyal Customers
1748,2583.0,0.0,0.0,1,1,1,111,At Risk
1749,783.0,5.0,32944.96,2,4,4,244,Frequent Customers
1750,2544.0,0.0,0.0,1,1,1,111,At Risk
1751,2296.0,0.0,0.0,1,1,1,111,At Risk
1752,368.0,7.0,29043.67,3,4,4,344,Loyal Customers
1753,1087.0,1.0,5054.78,2,2,2,222,At Risk
1754,3084.0,0.0,0.0,1,1,1,111,At Risk
1755,80.0,11.0,48708.36,4,5,5,455,Best Customers
1756,139.0,3.0,19792.69,4,3,3,433,Loyal Customers
1757,66.0,5.0,16375.830000000002,5,4,3,543,Loyal Customers
1758,175.0,7.0,36087.46,4,4,4,444,Best Customers
1759,199.0,6.0,24586.879999999997,3,4,4,344,Loyal Customers
1760,204.0,0.0,0.0,3,1,1,311,At Risk
1761,61.0,9.0,20884.63,5,5,4,554,Best Customers
1762,400.0,3.0,21548.510000000002,3,3,4,334,Loyal Customers
1763,85.0,4.0,14324.96,4,3,3,433,Loyal Customers
1764,91.0,5.0,21722.170000000002,4,4,4,444,Best Customers
1765,179.0,2.0,8327.79,4,3,3,433,Loyal Customers
1766,35.0,10.0,52570.54,5,5,5,555,Best Customers
1767,582.0,0.0,0.0,2,1,1,211,At Risk
1768,1935.0,0.0,0.0,1,1,1,111,At Risk
1769,317.0,4.0,22192.07,3,3,4,334,Loyal Customers
1770,1296.0,0.0,0.0,2,1,1,211,At Risk
1771,880.0,0.0,0.0,2,1,1,211,At Risk
1772,1991.0,0.0,0.0,1,1,1,111,At Risk
1773,111.0,5.0,26033.71,4,4,4,444,Best Customers
1774,3572.0,0.0,0.0,1,1,1,111,At Risk
1775,311.0,11.0,67792.6,3,5,5,355,Loyal Customers
1776,278.0,6.0,22337.93,3,4,4,344,Loyal Customers
1777,191.0,7.0,30729.370000000003,4,4,4,444,Best Customers
1778,1969.0,0.0,0.0,1,1,1,111,At Risk
1779,2231.0,0.0,0.0,1,1,1,111,At Risk
1780,202.0,10.0,30918.88,3,5,4,354,Loyal Customers
1781,129.0,4.0,19277.45,4,3,3,433,Loyal Customers
1782,546.0,3.0,11147.289999999999,2,3,3,233,At Risk
1783,483.0,0.0,0.0,2,1,1,211,At Risk
1784,1069.0,0.0,0.0,2,1,1,211,At Risk
1785,52.0,8.0,32623.26,5,5,4,554,Best Customers
1786,65.0,6.0,21625.399999999998,5,4,4,544,Best Customers
1787,1991.0,0.0,0.0,1,1,1,111,At Risk
1788,79.0,16.0,80392.28,4,5,5,455,Best Customers
1789,3654.0,0.0,0.0,1,1,1,111,At Risk
1790,210.0,2.0,12930.96,3,3,3,333,Loyal Customers
1791,89.0,4.0,22594.02,4,3,4,434,Loyal Customers
1792,155.0,2.0,17167.93,4,3,3,433,Loyal Customers
1793,2623.0,0.0,0.0,1,1,1,111,At Risk
1794,62.0,10.0,49006.32,5,5,5,555,Best Customers
1795,695.0,0.0,0.0,2,1,1,211,At Risk
1796,3278.0,0.0,0.0,1,1,1,111,At Risk
1797,51.0,5.0,33297.6,5,4,4,544,Best Customers
1798,520.0,3.0,20150.75,2,3,3,233,At Risk
1799,130.0,2.0,6247.5,4,3,3,433,Loyal Customers
1800,88.0,10.0,50535.41,4,5,5,455,Best Customers
1801,313.0,4.0,19805.1,3,3,3,333,Loyal Customers
1802,1617.0,0.0,0.0,2,1,1,211,At Risk
1803,783.0,3.0,14440.85,2,3,3,233,At Risk
1804,213.0,6.0,31211.86,3,4,4,344,Loyal Customers
1805,3307.0,0.0,0.0,1,1,1,111,At Risk
1806,261.0,12.0,54524.619999999995,3,5,5,355,Loyal Customers
1807,3046.0,0.0,0.0,1,1,1,111,At Risk
1808,256.0,7.0,39934.53,3,4,5,345,Loyal Customers
1809,168.0,12.0,44962.64,4,5,5,455,Best Customers
